YearsExperience,Salary
7.49080237694725,45.32688233447567
19.01428612819832,78.69698380630082
14.639878836228101,68.06505945706367
11.973169683940732,56.361167119719994
3.1203728088487304,47.12980457784561
3.119890406724053,40.16889062136907
1.1616722433639892,26.94766312239673
17.323522915498703,76.59157533191589
12.022300234864176,55.18234223602383
14.161451555920909,69.33905190851452
0.41168988591604894,36.822202609827144
19.398197043239886,74.39208101634115
16.648852816008436,76.43901268624269
4.246782213565523,42.680860168596304
3.6364993441420124,43.20154916032748
3.6680901970686763,48.65419040594143
6.0848448591907545,43.98517156796253
10.495128632644757,52.46914075982445
8.638900372842315,47.149678783978175
5.824582803960839,40.48240558507491
12.23705789444759,60.20713618904845
2.7898772130408367,38.68045290668531
5.842892970704363,45.990686423411006
7.327236865873834,52.454008409864706
9.12139968434072,52.86850867024133
15.703519227860273,76.52646845543727
3.9934756431671947,38.66040494172821
10.284688768272233,69.31256775362867
11.84829137724085,62.74906518192716
0.9290082543999545,28.036732853918473
12.150897038028766,55.022780104766355
3.4104824737458306,40.9385682605805
1.3010318597055903,32.13526572263473
18.977710745066666,81.01427933312713
19.312640661491187,80.64778977659569
16.16794696232922,70.05572284253869
6.092275383467413,40.99671986832651
1.9534422801276774,27.30936957688987
13.684660530243137,61.97907656527274
8.803049874792027,56.289618658597426
2.4407646968955765,37.17238046288996
9.903538202225404,48.53015161200357
0.6877704223043679,32.58533068501683
18.186408041575643,77.3926070025833
5.175599632000338,38.51971189899518
13.25044568707964,63.89473974742673
6.2342215217882195,45.87659739670055
10.401360423556216,50.28854956973743
10.934205586865593,59.1244507689054
3.697089110510541,42.04664540811753
19.391692555291172,83.89448760410431
15.502656467222291,74.02565142823023
18.789978831283783,70.086600238424
17.896547008552975,70.05224232180683
11.957999576221702,62.47017527659756
18.437484700462335,78.66264150571688
1.76985004103839,36.99986353412621
3.919657248382904,59.06280057423086
0.9045457782107613,35.115816998992734
6.506606615265287,51.94434473906621
7.773545793789641,54.20387330194011
5.426980635477918,46.82440784522378
16.57475018303859,69.86052923439475
7.135066533871786,51.632512437145806
5.618690193747615,40.182599411681174
10.85392166316497,55.95071112421238
2.818484499495253,34.61939350959261
16.043939615080795,70.51921973463361
1.4910128735954165,45.30082501735609
19.737738732010346,70.00802086706713
15.444895385933147,72.04353941670544
3.974313630683448,31.872204720760365
0.11044234247204798,27.916446527232953
16.309228569096682,76.21782440757853
14.137146876952343,65.66426728785817
14.580143360819747,61.06163451240285
15.425406933718914,64.98699878799745
1.4808930346818072,37.100221331377895
7.169314570885453,44.27145326862795
2.3173811905025943,36.87574592416637
17.26206851751187,73.38303049329875
12.465962536551158,57.90690460334881
6.617960497052984,57.26462168925909
1.2711670057204727,36.34751262589124
6.219646434313244,35.42340315249508
6.503666440534941,47.191437675184496
14.59212356676128,63.17137659306126
12.751149427104263,66.14004024174177
17.74425485152653,70.39803343665284
